round,time_limit,player,landmark,minutes_used,timing_tag,is_correct,player_Novice,player_Average,player_Expert,landmark_Glucksman Gallery,landmark_Honan Collegiate Chapel,landmark_Boole Library,landmark_The Quad / Aula Maxima,landmark_Brookfield Health Sciences Complex,landmark_Student Centre,landmark_Geography Building
1,25,Novice,Brookfield Health Sciences Complex,17.95984284935016,in_time,1,0.005869848456363877,0.0,0.0,0.0,0.0,0.0,0.0,-0.005869848456363877,0.0,0.0
2,25,Average,Geography Building,9.680111325159343,in_time,1,0.005869848456363877,0.012773074614657973,0.0,0.0,0.0,0.0,0.0,-0.005869848456363877,0.0,-0.012773074614657973
3,25,Expert,Geography Building,7.196029694989852,in_time,1,0.005869848456363877,0.012773074614657973,0.014733193037591127,0.0,0.0,0.0,0.0,-0.005869848456363877,0.0,-0.02770536485545979
4,25,Expert,The Quad / Aula Maxima,3.523875658920336,in_time,1,0.005869848456363877,0.012773074614657973,0.03275008168590243,0.0,0.0,0.0,-0.01777666346633382,-0.005869848456363877,0.0,-0.02770536485545979
5,25,Average,Geography Building,9.228190617355565,in_time,0,0.005869848456363877,-0.0007786997627301437,0.03275008168590243,0.0,0.0,0.0,-0.01777666346633382,-0.005869848456363877,0.0,-0.013972363183277476
6,25,Novice,Brookfield Health Sciences Complex,13.351377232551291,in_time,1,0.015601391439826553,-0.0007786997627301437,0.03275008168590243,0.0,0.0,0.0,-0.01777666346633382,-0.015601391439826553,0.0,-0.013972363183277476
7,25,Expert,Brookfield Health Sciences Complex,4.939181863602661,in_time,0,0.015601391439826553,-0.0007786997627301437,0.01533037043103715,0.0,0.0,0.0,-0.01777666346633382,0.0018183198150387297,0.0,-0.013972363183277476
8,25,Average,Geography Building,8.564883124526343,in_time,1,0.015601391439826553,0.013097695550037392,0.01533037043103715,0.0,0.0,0.0,-0.01777666346633382,0.0018183198150387297,0.0,-0.02803241666930223
9,25,Expert,Honan Collegiate Chapel,5.66598457146272,in_time,1,0.015601391439826553,0.013097695550037392,0.03191978125747576,0.0,-0.01594119940485562,0.0,-0.01777666346633382,0.0018183198150387297,0.0,-0.02803241666930223
10,25,Expert,Boole Library,5.019935201942997,in_time,1,0.015601391439826553,0.013097695550037392,0.049144962752777216,0.0,-0.01594119940485562,-0.016338047684384648,-0.01777666346633382,0.0018183198150387297,0.0,-0.02803241666930223
11,25,Novice,Student Centre,11.971567573522014,in_time,0,0.00436737165730967,0.013097695550037392,0.049144962752777216,0.0,-0.01594119940485562,-0.016338047684384648,-0.01777666346633382,0.0018183198150387297,0.010937954839493011,-0.02803241666930223
12,25,Novice,The Quad / Aula Maxima,15.367260356192487,in_time,1,0.012516454550436637,0.013097695550037392,0.049144962752777216,0.0,-0.01594119940485562,-0.016338047684384648,-0.02571316158833574,0.0018183198150387297,0.010937954839493011,-0.02803241666930223
13,25,Novice,Brookfield Health Sciences Complex,19.939067156772083,in_time,0,0.008035882091776178,0.013097695550037392,0.049144962752777216,0.0,-0.01594119940485562,-0.016338047684384648,-0.02571316158833574,0.006240953836733751,0.010937954839493011,-0.02803241666930223
14,25,Average,The Quad / Aula Maxima,7.8149516361230456,in_time,1,0.008035882091776178,0.027619797665038408,0.049144962752777216,0.0,-0.01594119940485562,-0.016338047684384648,-0.04004557006177651,0.006240953836733751,0.010937954839493011,-0.02803241666930223
15,25,Average,Boole Library,7.1100567292932295,in_time,1,0.008035882091776178,0.042909204165941676,0.049144962752777216,0.0,-0.01594119940485562,-0.031036030151585355,-0.04004557006177651,0.006240953836733751,0.010937954839493011,-0.02803241666930223
16,25,Expert,Honan Collegiate Chapel,7.478894618868619,in_time,1,0.008035882091776178,0.042909204165941676,0.06412881889158986,0.0,-0.030161006222142413,-0.031036030151585355,-0.04004557006177651,0.006240953836733751,0.010937954839493011,-0.02803241666930223
17,25,Average,Honan Collegiate Chapel,4.769918164735444,in_time,1,0.008035882091776178,0.060200545334959124,0.06412881889158986,0.0,-0.04679012581447409,-0.031036030151585355,-0.04004557006177651,0.006240953836733751,0.010937954839493011,-0.02803241666930223
18,25,Expert,The Quad / Aula Maxima,5.916518070758791,in_time,1,0.008035882091776178,0.060200545334959124,0.08034104949872882,0.0,-0.04679012581447409,-0.031036030151585355,-0.055643011025105424,0.006240953836733751,0.010937954839493011,-0.02803241666930223
19,25,Average,Honan Collegiate Chapel,6.319847747061918,in_time,1,0.008035882091776178,0.07603297159358804,0.08034104949872882,0.0,-0.06202216512228422,-0.031036030151585355,-0.055643011025105424,0.006240953836733751,0.010937954839493011,-0.02803241666930223
20,25,Novice,Glucksman Gallery,11.23292053785403,in_time,0,-0.004189955051437887,0.07603297159358804,0.08034104949872882,0.011447672119954332,-0.06202216512228422,-0.031036030151585355,-0.055643011025105424,0.006240953836733751,0.010937954839493011,-0.02803241666930223
21,25,Average,Glucksman Gallery,11.575255658001545,in_time,1,-0.004189955051437887,0.08766320311071617,0.08034104949872882,0.0006872917135255369,-0.06202216512228422,-0.031036030151585355,-0.055643011025105424,0.006240953836733751,0.010937954839493011,-0.02803241666930223
22,25,Expert,Boole Library,6.4067706668423146,in_time,1,-0.004189955051437887,0.08766320311071617,0.09626240011134952,0.0006872917135255369,-0.06202216512228422,-0.045963676495734594,-0.055643011025105424,0.006240953836733751,0.010937954839493011,-0.02803241666930223
23,25,Average,Glucksman Gallery,10.440765261020287,in_time,0,-0.004189955051437887,0.07373595997816422,0.09626240011134952,0.013582887206629198,-0.06202216512228422,-0.045963676495734594,-0.055643011025105424,0.006240953836733751,0.010937954839493011,-0.02803241666930223
24,25,Novice,Honan Collegiate Chapel,7.261190156751661,in_time,0,-0.02038354663299064,0.07373595997816422,0.09626240011134952,0.013582887206629198,-0.04623853788456825,-0.045963676495734594,-0.055643011025105424,0.006240953836733751,0.010937954839493011,-0.02803241666930223
25,25,Novice,Student Centre,11.102314498643636,in_time,0,-0.032690659410645674,0.07373595997816422,0.09626240011134952,0.013582887206629198,-0.04623853788456825,-0.045963676495734594,-0.055643011025105424,0.006240953836733751,0.022324591038209857,-0.02803241666930223
26,25,Average,The Quad / Aula Maxima,2.209595216427231,in_time,0,-0.032690659410645674,0.051807821468264716,0.09626240011134952,0.013582887206629198,-0.04623853788456825,-0.045963676495734594,-0.03505741160764875,0.006240953836733751,0.022324591038209857,-0.02803241666930223
27,25,Novice,Honan Collegiate Chapel,14.019743004896162,in_time,1,-0.02282853076488261,0.051807821468264716,0.09626240011134952,0.013582887206629198,-0.05573389315094343,-0.045963676495734594,-0.03505741160764875,0.006240953836733751,0.022324591038209857,-0.02803241666930223
28,25,Expert,Brookfield Health Sciences Complex,6.942053571471562,in_time,1,-0.02282853076488261,0.051807821468264716,0.1119912020403148,0.013582887206629198,-0.05573389315094343,-0.045963676495734594,-0.03505741160764875,-0.008708980321333663,0.022324591038209857,-0.02803241666930223
