round,minutes_used,timing_tag,is_correct,player_rating,landmark,landmark_Glucksman Gallery,landmark_Honan Collegiate Chapel,landmark_Boole Library,landmark_The Quad / Aula Maxima,landmark_Brookfield Health Sciences Complex,landmark_Student Centre,landmark_Geography Building
29,6.923568094313254,in_time,1,0.05815960546345401,Student Centre,0.0031249356172453023,-0.016606477580606707,0.005817851629552588,-0.014021977430762347,0.009369828946057764,-0.013924467097864233,-0.026391598919109166
30,8.302292034985388,in_time,0,0.052629625751923495,Geography Building,0.0031249356172453023,-0.016606477580606707,0.005817851629552588,-0.014021977430762347,0.009369828946057764,-0.013924467097864233,-0.022197721688216893
31,10.884424694688875,timeout,0,0.05197930266346837,Honan Collegiate Chapel,0.0031249356172453023,-0.01611837477474848,0.005817851629552588,-0.014021977430762347,0.009369828946057764,-0.013924467097864233,-0.022197721688216893
32,7.4949993051170365,in_time,0,0.04421893443508697,Honan Collegiate Chapel,0.0031249356172453023,-0.010278889771213953,0.005817851629552588,-0.014021977430762347,0.009369828946057764,-0.013924467097864233,-0.022197721688216893
33,9.740226688537414,in_time,0,0.04284029059537441,Geography Building,0.0031249356172453023,-0.010278889771213953,0.005817851629552588,-0.014021977430762347,0.009369828946057764,-0.013924467097864233,-0.021170880093316483
34,5.343028122760662,in_time,0,0.028882108338284973,Honan Collegiate Chapel,0.0031249356172453023,0.000144428148041156,0.005817851629552588,-0.014021977430762347,0.009369828946057764,-0.013924467097864233,-0.021170880093316483
35,4.3512885171364815,in_time,0,0.011977561912378351,The Quad / Aula Maxima,0.0031249356172453023,0.000144428148041156,0.005817851629552588,-0.0018412924793328317,0.009369828946057764,-0.013924467097864233,-0.021170880093316483
36,9.508308240248786,in_time,1,0.013304628160699886,Honan Collegiate Chapel,0.0031249356172453023,-0.0008392120104591526,0.005817851629552588,-0.0018412924793328317,0.009369828946057764,-0.013924467097864233,-0.021170880093316483
37,8.859239327257487,in_time,0,0.009843907297607415,Boole Library,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0018412924793328317,0.009369828946057764,-0.013924467097864233,-0.021170880093316483
38,10.300954244947594,timeout,0,0.009535071510922775,Geography Building,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0018412924793328317,0.009369828946057764,-0.013924467097864233,-0.02094926780287123
39,9.434319959817648,in_time,0,0.007714837467563613,The Quad / Aula Maxima,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0005642992696394077,0.009369828946057764,-0.013924467097864233,-0.02094926780287123
40,7.122763029840442,in_time,1,0.01627041749761965,Student Centre,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0005642992696394077,0.009369828946057764,-0.01963987506876233,-0.02094926780287123
41,7.370865716422216,in_time,1,0.024292418775214094,Brookfield Health Sciences Complex,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0005642992696394077,0.0041331316653539715,-0.01963987506876233,-0.02094926780287123
42,6.9167871425982925,in_time,0,0.014526151927421212,Brookfield Health Sciences Complex,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0005642992696394077,0.010532399257153751,-0.01963987506876233,-0.02094926780287123
43,6.848359587701513,in_time,1,0.024179071656336374,The Quad / Aula Maxima,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0071643377589880345,0.010532399257153751,-0.01963987506876233,-0.02094926780287123
44,7.9599085736663024,in_time,1,0.03013940069687762,Student Centre,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0071643377589880345,0.010532399257153751,-0.023522671345420784,-0.02094926780287123
45,5.932444154143157,in_time,1,0.042452401002637655,Geography Building,0.0031249356172453023,-0.0008392120104591526,0.0082622134181158,-0.0071643377589880345,0.010532399257153751,-0.023522671345420784,-0.029316262075924793
46,6.875886379089738,in_time,1,0.052020761636774604,Glucksman Gallery,-0.00299208085853727,-0.0008392120104591526,0.0082622134181158,-0.0071643377589880345,0.010532399257153751,-0.023522671345420784,-0.029316262075924793
47,6.584879805300948,in_time,1,0.06234815355917466,The Quad / Aula Maxima,-0.00299208085853727,-0.0008392120104591526,0.0082622134181158,-0.014052617668281166,0.010532399257153751,-0.023522671345420784,-0.029316262075924793
48,4.558494101761129,in_time,1,0.07925061999504057,Honan Collegiate Chapel,-0.00299208085853727,-0.012151114112605398,0.0082622134181158,-0.014052617668281166,0.010532399257153751,-0.023522671345420784,-0.029316262075924793
49,6.812460733152074,in_time,1,0.08862949769527785,Honan Collegiate Chapel,-0.00299208085853727,-0.018448746689421792,0.0082622134181158,-0.014052617668281166,0.010532399257153751,-0.023522671345420784,-0.029316262075924793
50,3.602308970973458,in_time,1,0.10880075043529336,Boole Library,-0.00299208085853727,-0.018448746689421792,-0.004495672930270096,-0.014052617668281166,0.010532399257153751,-0.023522671345420784,-0.029316262075924793
51,6.6705798776434,in_time,0,0.09665341556502381,Brookfield Health Sciences Complex,-0.00299208085853727,-0.018448746689421792,-0.004495672930270096,-0.014052617668281166,0.01794878715066734,-0.023522671345420784,-0.029316262075924793
52,7.586026180232359,in_time,1,0.10384827390185766,Brookfield Health Sciences Complex,-0.00299208085853727,-0.018448746689421792,-0.004495672930270096,-0.014052617668281166,0.013537733815187887,-0.023522671345420784,-0.029316262075924793
53,6.683878261585323,in_time,1,0.11378532742196942,Boole Library,-0.00299208085853727,-0.018448746689421792,-0.01069247861056285,-0.014052617668281166,0.013537733815187887,-0.023522671345420784,-0.029316262075924793
54,6.751740663988634,in_time,1,0.12315782775410483,Geography Building,-0.00299208085853727,-0.018448746689421792,-0.01069247861056285,-0.014052617668281166,0.013537733815187887,-0.023522671345420784,-0.03525853123289789
55,7.732131185007859,in_time,1,0.12937050379524442,Boole Library,-0.00299208085853727,-0.018448746689421792,-0.014547640553598147,-0.014052617668281166,0.013537733815187887,-0.023522671345420784,-0.03525853123289789
56,8.645152031214895,in_time,0,0.1230835249114726,The Quad / Aula Maxima,-0.00299208085853727,-0.018448746689421792,-0.014547640553598147,-0.01013613901937413,0.013537733815187887,-0.023522671345420784,-0.03525853123289789
