round,time_limit,player,landmark,minutes_used,timing_tag,is_correct,player_Novice,player_Average,player_Expert,landmark_Glucksman Gallery,landmark_Honan Collegiate Chapel,landmark_Boole Library,landmark_The Quad / Aula Maxima,landmark_Brookfield Health Sciences Complex,landmark_Student Centre,landmark_Geography Building
1,20,Novice,Brookfield Health Sciences Complex,17.95984284935016,in_time,1,0.002126343712452453,0.0,0.0,0.0,0.0,0.0,0.0,-0.002126343712452453,0.0,0.0
2,20,Average,Geography Building,9.680111325159343,in_time,1,0.002126343712452453,0.010755376410320074,0.0,0.0,0.0,0.0,0.0,-0.002126343712452453,0.0,-0.010755376410320074
3,20,Expert,Geography Building,7.196029694989852,in_time,1,0.002126343712452453,0.010755376410320074,0.013249516750219634,0.0,0.0,0.0,0.0,-0.002126343712452453,0.0,-0.024183940684191323
4,20,Expert,The Quad / Aula Maxima,3.523875658920336,in_time,1,0.002126343712452453,0.010755376410320074,0.03053351956682767,0.0,0.0,0.0,-0.017053549445719927,-0.002126343712452453,0.0,-0.024183940684191323
5,20,Average,Geography Building,9.228190617355565,in_time,0,0.002126343712452453,-0.0008167736327538318,0.03053351956682767,0.0,0.0,0.0,-0.017053549445719927,-0.002126343712452453,0.0,-0.012457036777242728
6,20,Novice,Brookfield Health Sciences Complex,13.351377232551291,in_time,1,0.009098317190813426,-0.0008167736327538318,0.03053351956682767,0.0,0.0,0.0,-0.017053549445719927,-0.009098317190813426,0.0,-0.012457036777242728
7,20,Expert,Brookfield Health Sciences Complex,4.939181863602661,in_time,0,0.009098317190813426,-0.0008167736327538318,0.014226758860769143,0.0,0.0,0.0,-0.017053549445719927,0.007208443515245102,0.0,-0.012457036777242728
8,20,Average,Geography Building,8.564883124526343,in_time,1,0.009098317190813426,0.011250586928276463,0.014226758860769143,0.0,0.0,0.0,-0.017053549445719927,0.007208443515245102,0.0,-0.024684112404521952
9,20,Expert,Honan Collegiate Chapel,5.66598457146272,in_time,1,0.009098317190813426,0.011250586928276463,0.02960061450078453,0.0,-0.014773140586063988,0.0,-0.017053549445719927,0.007208443515245102,0.0,-0.024684112404521952
10,20,Expert,Boole Library,5.019935201942997,in_time,1,0.009098317190813426,0.011250586928276463,0.0457461371367717,0.0,-0.014773140586063988,-0.015313993573189555,-0.017053549445719927,0.007208443515245102,0.0,-0.024684112404521952
