round,player_Novice,player_Average,player_Expert,landmark_Glucksman Gallery,landmark_Honan Collegiate Chapel,landmark_Boole Library,landmark_The Quad / Aula Maxima,landmark_Brookfield Health Sciences Complex,landmark_Student Centre,landmark_Geography Building
1,0.0,0.0037329201800605375,0.0,0.0,0.0,0.0,-0.0037329201800605375,0.0,0.0,0.0
2,0.0,-0.0015638634678086863,0.0,0.0,0.0,0.0,-0.0037329201800605375,0.005202757902640777,0.0,0.0
3,0.0036230172402997017,-0.0015638634678086863,0.0,0.0,0.0,0.0,-0.0037329201800605375,0.0015142644471549368,0.0,0.0
4,-0.0012307631997304368,-0.0015638634678086863,0.0,0.0,0.0,0.0,-0.0037329201800605375,0.0015142644471549368,0.004767618657071025,0.0
5,-0.0012307631997304368,-0.0015638634678086863,-0.010106305464492241,0.0,0.0,0.0,-0.0037329201800605375,0.0015142644471549368,0.004767618657071025,0.010106305464492241
6,-0.004832682136038343,-0.0015638634678086863,-0.010106305464492241,0.0,0.0,0.0,-0.0037329201800605375,0.0015142644471549368,0.008306468973871594,0.010106305464492241
7,-0.0047209217041244865,-0.0015638634678086863,-0.010106305464492241,0.0,0.0,-0.00010599077290491977,-0.0037329201800605375,0.0015142644471549368,0.008306468973871594,0.010106305464492241
8,-0.0047209217041244865,-0.0015638634678086863,-0.004224525484197146,0.0,0.0,-0.00010599077290491977,-0.0037329201800605375,0.0015142644471549368,0.008306468973871594,0.004224525484197146
9,-0.004277481261768208,-0.0015638634678086863,-0.004224525484197146,0.0,0.0,-0.0005268408531034257,-0.0037329201800605375,0.0015142644471549368,0.008306468973871594,0.004224525484197146
10,-0.005401279177032227,-0.0015638634678086863,-0.004224525484197146,0.0,0.0,-0.0005268408531034257,-0.0037329201800605375,0.0015142644471549368,0.009373763083340215,0.004224525484197146
11,-0.01081925007758978,-0.0015638634678086863,-0.004224525484197146,0.0,0.0,-0.0005268408531034257,-0.0037329201800605375,0.0015142644471549368,0.009373763083340215,0.009284612068387595
12,-0.014702459652973832,-0.0015638634678086863,-0.004224525484197146,0.0,0.0034424128127728917,-0.0005268408531034257,-0.0037329201800605375,0.0015142644471549368,0.009373763083340215,0.009284612068387595
13,-0.014702459652973832,-0.0015638634678086863,0.004073629659869753,0.0,0.0034424128127728917,-0.0005268408531034257,-0.0037329201800605375,0.0015142644471549368,0.0009297419308815173,0.009284612068387595
14,-0.014702459652973832,-0.0015638634678086863,0.014538005931517049,0.0,0.0034424128127728917,-0.0005268408531034257,-0.0037329201800605375,0.0015142644471549368,0.0009297419308815173,-0.0011797642032597006
15,-0.014702459652973832,0.004694784267370554,0.014538005931517049,0.0,-0.0027066477052534034,-0.0005268408531034257,-0.0037329201800605375,0.0015142644471549368,0.0009297419308815173,-0.0011797642032597006
16,-0.013271235583958325,0.004694784267370554,0.014538005931517049,0.0,-0.0027066477052534034,-0.0005268408531034257,-0.0050037045402718154,0.0015142644471549368,0.0009297419308815173,-0.0011797642032597006
17,-0.014680567987587368,0.004694784267370554,0.014538005931517049,0.0,-0.0027066477052534034,-0.0005268408531034257,-0.0050037045402718154,0.0015142644471549368,0.0022272225564447627,-0.0011797642032597006
18,-0.014680567987587368,-0.0004378106417209692,0.014538005931517049,0.0,-0.0027066477052534034,0.004517091188076729,-0.0050037045402718154,0.0015142644471549368,0.0022272225564447627,-0.0011797642032597006
19,-0.01363498801123501,-0.0004378106417209692,0.014538005931517049,0.0,-0.0027066477052534034,0.004517091188076729,-0.005918813531706722,0.0015142644471549368,0.0022272225564447627,-0.0011797642032597006
20,-0.01363498801123501,0.005249425891370729,0.014538005931517049,0.0,-0.0027066477052534034,0.004517091188076729,-0.005918813531706722,0.0015142644471549368,0.0022272225564447627,-0.006867000736351399
21,-0.01363498801123501,0.0025133046744796068,0.014538005931517049,0.0,-0.0027066477052534034,0.007161327737236433,-0.005918813531706722,0.0015142644471549368,0.0022272225564447627,-0.006867000736351399
22,-0.012700981768715577,0.0025133046744796068,0.014538005931517049,0.0,-0.0035113300065009153,0.007161327737236433,-0.005918813531706722,0.0015142644471549368,0.0022272225564447627,-0.006867000736351399
23,-0.012700981768715577,0.009261187074257868,0.014538005931517049,0.0,-0.009924299125407831,0.007161327737236433,-0.005918813531706722,0.0015142644471549368,0.0022272225564447627,-0.006867000736351399
24,-0.012518252676895407,0.009261187074257868,0.014538005931517049,0.0,-0.009924299125407831,0.007161327737236433,-0.005918813531706722,0.0015142644471549368,0.0020640052151070843,-0.006867000736351399
25,-0.012518252676895407,0.014659369016064506,0.014538005931517049,0.0,-0.009924299125407831,0.002027666507641735,-0.005918813531706722,0.0015142644471549368,0.0020640052151070843,-0.006867000736351399
26,-0.01467271254041249,0.014659369016064506,0.014538005931517049,0.0,-0.008061176906206079,0.002027666507641735,-0.005918813531706722,0.0015142644471549368,0.0020640052151070843,-0.006867000736351399
27,-0.01467271254041249,0.014659369016064506,0.0052699146373270545,0.00863974612170254,-0.008061176906206079,0.002027666507641735,-0.005918813531706722,0.0015142644471549368,0.0020640052151070843,-0.006867000736351399
28,-0.013271730281536947,0.014659369016064506,0.0052699146373270545,0.00863974612170254,-0.008061176906206079,0.002027666507641735,-0.005918813531706722,0.0015142644471549368,0.0008297514234035064,-0.006867000736351399
29,-0.013271730281536947,0.014659369016064506,0.012649493769230741,0.00863974612170254,-0.015440756038109765,0.002027666507641735,-0.005918813531706722,0.0015142644471549368,0.0008297514234035064,-0.006867000736351399
30,-0.013271730281536947,0.01722803197923615,0.012649493769230741,0.00863974612170254,-0.015440756038109765,0.002027666507641735,-0.005918813531706722,-0.0008071475356044634,0.0008297514234035064,-0.006867000736351399
31,-0.013271730281536947,0.010385891291603604,0.012649493769230741,0.014617616406686768,-0.015440756038109765,0.002027666507641735,-0.005918813531706722,-0.0008071475356044634,0.0008297514234035064,-0.006867000736351399
32,-0.013271730281536947,0.010385891291603604,0.02015015832341689,0.007612408593694568,-0.015440756038109765,0.002027666507641735,-0.005918813531706722,-0.0008071475356044634,0.0008297514234035064,-0.006867000736351399
33,-0.013271730281536947,0.014422845972387188,0.02015015832341689,0.007612408593694568,-0.015440756038109765,0.002027666507641735,-0.005918813531706722,-0.004402560298177345,0.0008297514234035064,-0.006867000736351399
34,-0.012902046374496042,0.014422845972387188,0.02015015832341689,0.007612408593694568,-0.015440756038109765,0.002027666507641735,-0.005918813531706722,-0.004402560298177345,0.0008297514234035064,-0.007182496448549174
35,-0.012902046374496042,0.018520809240573484,0.02015015832341689,0.007612408593694568,-0.015440756038109765,0.002027666507641735,-0.009511548451760462,-0.004402560298177345,0.0008297514234035064,-0.007182496448549174
36,-0.012902046374496042,0.013612675371383512,0.02015015832341689,0.01184899036253929,-0.015440756038109765,0.002027666507641735,-0.009511548451760462,-0.004402560298177345,0.0008297514234035064,-0.007182496448549174
37,-0.012902046374496042,0.013612675371383512,0.028120014420442315,0.01184899036253929,-0.015440756038109765,0.002027666507641735,-0.01709086713568301,-0.004402560298177345,0.0008297514234035064,-0.007182496448549174
38,-0.015219369430345894,0.013612675371383512,0.028120014420442315,0.013764594493779538,-0.015440756038109765,0.002027666507641735,-0.01709086713568301,-0.004402560298177345,0.0008297514234035064,-0.007182496448549174
39,-0.020866753959478367,0.013612675371383512,0.028120014420442315,0.013764594493779538,-0.010682228533435343,0.002027666507641735,-0.01709086713568301,-0.004402560298177345,0.0008297514234035064,-0.007182496448549174
40,-0.020866753959478367,0.0061808099939116784,0.028120014420442315,0.013764594493779538,-0.010682228533435343,0.002027666507641735,-0.01709086713568301,0.002024328292023676,0.0008297514234035064,-0.007182496448549174
41,-0.020914138419473795,0.0061808099939116784,0.028120014420442315,0.013764594493779538,-0.010682228533435343,0.002027666507641735,-0.01709086713568301,0.002024328292023676,0.0008297514234035064,-0.007143145774549831
42,-0.020914138419473795,0.013387878481392047,0.028120014420442315,0.013764594493779538,-0.010682228533435343,0.002027666507641735,-0.01709086713568301,-0.004219419160001399,0.0008297514234035064,-0.007143145774549831
43,-0.020914138419473795,0.013387878481392047,0.03441169599916838,0.007777349120475704,-0.010682228533435343,0.002027666507641735,-0.01709086713568301,-0.004219419160001399,0.0008297514234035064,-0.007143145774549831
44,-0.022167383315380977,0.013387878481392047,0.03441169599916838,0.007777349120475704,-0.009639155141810732,0.002027666507641735,-0.01709086713568301,-0.004219419160001399,0.0008297514234035064,-0.007143145774549831
45,-0.022167383315380977,0.018196203188044886,0.03441169599916838,0.007777349120475704,-0.013951695140576294,0.002027666507641735,-0.01709086713568301,-0.004219419160001399,0.0008297514234035064,-0.007143145774549831
46,-0.022167383315380977,0.018196203188044886,0.042975851344953464,0.007777349120475704,-0.013951695140576294,0.002027666507641735,-0.01709086713568301,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
47,-0.022167383315380977,0.025531494111490246,0.042975851344953464,0.007777349120475704,-0.013951695140576294,-0.004140110265608948,-0.01709086713568301,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
48,-0.022167383315380977,0.025531494111490246,0.05134320902287737,0.007777349120475704,-0.013951695140576294,-0.004140110265608948,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
49,-0.022167383315380977,0.03140284103631915,0.05134320902287737,0.0028301092633066733,-0.013951695140576294,-0.004140110265608948,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
50,-0.022167383315380977,0.03140284103631915,0.060164593779720645,0.0028301092633066733,-0.022498365493227222,-0.004140110265608948,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
51,-0.019369767018618558,0.03140284103631915,0.060164593779720645,0.0005345192038467119,-0.022498365493227222,-0.004140110265608948,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
52,-0.019369767018618558,0.03661819886876334,0.060164593779720645,0.0005345192038467119,-0.022498365493227222,-0.008471231605268251,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
53,-0.019369767018618558,0.03661819886876334,0.07169145526891096,0.0005345192038467119,-0.03367055432121169,-0.008471231605268251,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.007143145774549831
54,-0.019369767018618558,0.03661819886876334,0.08090766257955538,0.0005345192038467119,-0.03367055432121169,-0.008471231605268251,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.015524327590605657
55,-0.017638064117409844,0.03661819886876334,0.08090766257955538,0.0005345192038467119,-0.03516467603170579,-0.008471231605268251,-0.024802247295302775,-0.012374313984837466,0.0008297514234035064,-0.015524327590605657
56,-0.017638064117409844,0.03661819886876334,0.08836547116936778,0.0005345192038467119,-0.03516467603170579,-0.008471231605268251,-0.024802247295302775,-0.012374313984837466,-0.0058501731578688605,-0.015524327590605657
57,-0.017677764207048502,0.03661819886876334,0.08836547116936778,0.0005345192038467119,-0.03516467603170579,-0.008471231605268251,-0.024802247295302775,-0.012342637116907222,-0.0058501731578688605,-0.015524327590605657
58,-0.017677764207048502,0.03661819886876334,0.0730389016145192,0.0005345192038467119,-0.03516467603170579,-0.008471231605268251,-0.024802247295302775,-0.012342637116907222,-0.0058501731578688605,-0.001778075354833106
59,-0.017677764207048502,0.03661819886876334,0.08204140822270695,0.0005345192038467119,-0.04364020664331669,-0.008471231605268251,-0.024802247295302775,-0.012342637116907222,-0.0058501731578688605,-0.001778075354833106
60,-0.015410859979800334,0.03661819886876334,0.08204140822270695,-0.0012790041779518243,-0.04364020664331669,-0.008471231605268251,-0.024802247295302775,-0.012342637116907222,-0.0058501731578688605,-0.001778075354833106
61,-0.015410859979800334,0.03661819886876334,0.07152037381678947,-0.0012790041779518243,-0.03372810670462272,-0.008471231605268251,-0.024802247295302775,-0.012342637116907222,-0.0058501731578688605,-0.001778075354833106
62,-0.013929162543777412,0.03661819886876334,0.07152037381678947,-0.0012790041779518243,-0.03372810670462272,-0.008471231605268251,-0.024802247295302775,-0.012342637116907222,-0.0058501731578688605,-0.002966474911291374
63,-0.013929162543777412,0.03661819886876334,0.08256684145020712,-0.0012790041779518243,-0.03372810670462272,-0.008471231605268251,-0.024802247295302775,-0.012342637116907222,-0.0058501731578688605,-0.012756472292566745
