round,time_limit,player,landmark,minutes_used,timing_tag,is_correct,player_Novice,player_Average,player_Expert,landmark_Glucksman Gallery,landmark_Honan Collegiate Chapel,landmark_Boole Library,landmark_The Quad / Aula Maxima,landmark_Brookfield Health Sciences Complex,landmark_Student Centre,landmark_Geography Building
1,30,Novice,Brookfield Health Sciences Complex,17.95984284935016,in_time,1,0.00836551828563816,0.0,0.0,0.0,0.0,0.0,0.0,-0.00836551828563816,0.0,0.0
2,30,Average,Geography Building,9.680111325159343,in_time,1,0.00836551828563816,0.014118206750883239,0.0,0.0,0.0,0.0,0.0,-0.00836551828563816,0.0,-0.014118206750883239
3,30,Expert,Geography Building,7.196029694989852,in_time,1,0.00836551828563816,0.014118206750883239,0.015722310641256017,0.0,0.0,0.0,0.0,-0.00836551828563816,0.0,-0.030052981049453524
4,30,Expert,The Quad / Aula Maxima,3.523875658920336,in_time,1,0.00836551828563816,0.014118206750883239,0.03422778989359623,0.0,0.0,0.0,-0.018258739528975675,-0.00836551828563816,0.0,-0.030052981049453524
5,30,Average,Geography Building,9.228190617355565,in_time,0,0.00836551828563816,-0.0007533152788562827,0.03422778989359623,0.0,0.0,0.0,-0.018258739528975675,-0.00836551828563816,0.0,-0.014982582796433679
6,30,Novice,Brookfield Health Sciences Complex,13.351377232551291,in_time,1,0.01993677522642367,-0.0007533152788562827,0.03422778989359623,0.0,0.0,0.0,-0.018258739528975675,-0.01993677522642367,0.0,-0.014982582796433679
7,30,Expert,Brookfield Health Sciences Complex,4.939181863602661,in_time,0,0.01993677522642367,-0.0007533152788562827,0.016066117273522727,0.0,0.0,0.0,-0.018258739528975675,-0.0017751026063501617,0.0,-0.014982582796433679
8,30,Average,Geography Building,8.564883124526343,in_time,1,0.01993677522642367,0.014329103223485436,0.016066117273522727,0.0,0.0,0.0,-0.018258739528975675,-0.0017751026063501617,0.0,-0.03026462154365933
9,30,Expert,Honan Collegiate Chapel,5.66598457146272,in_time,1,0.01993677522642367,0.014329103223485436,0.03346589821215967,0.0,-0.0167199052724384,0.0,-0.018258739528975675,-0.0017751026063501617,0.0,-0.03026462154365933
10,30,Expert,Boole Library,5.019935201942997,in_time,1,0.01993677522642367,0.014329103223485436,0.051410852513694136,0.0,-0.0167199052724384,-0.017020750646519818,-0.018258739528975675,-0.0017751026063501617,0.0,-0.03026462154365933
11,30,Novice,Student Centre,11.971567573522014,in_time,0,0.006968458649355538,0.014329103223485436,0.051410852513694136,0.0,-0.0167199052724384,-0.017020750646519818,-0.018258739528975675,-0.0017751026063501617,0.01262654542276765,-0.03026462154365933
12,30,Novice,The Quad / Aula Maxima,15.367260356192487,in_time,1,0.01730442747393409,0.014329103223485436,0.051410852513694136,0.0,-0.0167199052724384,-0.017020750646519818,-0.028325074384217396,-0.0017751026063501617,0.01262654542276765,-0.03026462154365933
13,30,Novice,Brookfield Health Sciences Complex,19.939067156772083,in_time,0,0.009871927926385788,0.014329103223485436,0.051410852513694136,0.0,-0.0167199052724384,-0.017020750646519818,-0.028325074384217396,0.005561287033255706,0.01262654542276765,-0.03026462154365933
14,30,Average,The Quad / Aula Maxima,7.8149516361230456,in_time,1,0.009871927926385788,0.029945401847416113,0.051410852513694136,0.0,-0.0167199052724384,-0.017020750646519818,-0.043737386523945786,0.005561287033255706,0.01262654542276765,-0.03026462154365933
15,30,Average,Boole Library,7.1100567292932295,in_time,1,0.009871927926385788,0.04624686523952046,0.051410852513694136,0.0,-0.0167199052724384,-0.03269164167245395,-0.043737386523945786,0.005561287033255706,0.01262654542276765,-0.03026462154365933
16,30,Expert,Honan Collegiate Chapel,7.478894618868619,in_time,1,0.009871927926385788,0.04624686523952046,0.06747235879637141,0.0,-0.031962411234752526,-0.03269164167245395,-0.043737386523945786,0.005561287033255706,0.01262654542276765,-0.03026462154365933
17,30,Average,Honan Collegiate Chapel,4.769918164735444,in_time,1,0.009871927926385788,0.06420109128467287,0.06747235879637141,0.0,-0.04922902862285655,-0.03269164167245395,-0.043737386523945786,0.005561287033255706,0.01262654542276765,-0.03026462154365933
